8.3808,9.4665,10.041,9.625,10.338,9.75,9.625,8.6999,8.8721,8.1797,8.8892,7.8781,7.3409,7.1741,6.8059,6.8943,5.9261,5.9261,5.1908,4.9825,4.6688,4.5373,2.9631,3.5232,5.5297,5.1908,5.4191,5.9261,4.6688,4.1904,16.734,19.453,20.388,20.366,20.72,19.724,19.219,19.076,18.455,17.616,17.092,16.734,16.192,16.332,16.07,16.543,15.957,16.042,16.183,16.023,16.488,15.842,14.028,14.815,14.62,13.92,13.887,12.845,11.698,10.146,5.7445,7.3821,7.153,7.6638,7.8781,9.1079,9.2235,10.584,10.81,11.449,10.041,10.146,10.469,9.37,9.8428,9.0746,7.8202,6.6256,5.9516,5.9516,7.2371,8.1797,8.8721,12.762,15.766,18.216,20.179,21.402,19.839,17.512
8.3253,9.401,10.144,10.582,9.8414,9.3526,9.608,9.4652,8.9558,8.3977,8.0103,7.1731,7.4829,7.3811,6.7155,6.6247,6.2242,5.5015,5.5015,4.9514,3.9672,4.1898,3.4795,4.2968,4.4012,5.1901,5.4184,5.6105,5.0721,4.0052,17.134,19.683,20.599,20.906,20.709,20.289,19.721,18.97,18.705,18.147,16.795,16.732,16.768,16.04,16.255,16.55,16.04,15.992,16.18,16.329,15.878,15.764,14.813,14.762,14.283,14.026,13.787,12.701,11.448,9.3687,7.0454,8.0103,7.6429,7.6627,8.3797,8.888,9.3526,9.7487,10.582,10.962,10.837,11.14,10.582,9.2222,9.4652,9.4971,7.4829,6.4394,6.1509,6.7155,6.2727,7.877,10.568,13.306,15.414,17.579,20.289,19.935,19.002,17.397
8.3163,9.7845,9.9072,10.267,10.222,9.9072,9.3586,8.81,8.5843,8.5314,7.9258,7.4747,7.8684,6.8859,6.6856,6.7082,6.2659,5.4125,5.1845,4.5317,3.8859,4.3964,3.6865,4.7274,4.9764,5.8418,5.7375,5.6044,4.7274,3.4757,17.352,19.43,19.73,20.422,20.65,19.638,19.171,18.424,17.465,17.723,16.929,16.05,17.045,15.279,15.269,16.022,15.563,15.947,16.05,16.275,16.022,15.476,15.01,14.746,14.602,14.011,14.509,12.288,10.881,8.6892,6.4088,6.7976,7.3935,8.2616,7.6347,8.4066,9.3424,9.9072,10.325,11.06,10.95,10.839,9.9529,9.7845,9.3908,9.2122,7.9258,7.1442,6.4088,6.6403,6.6856,8.1141,10.088,15.544,16.022,18.268,21.461,20.599,20.154,18.301
7.8229,9.6127,10.443,10.149,10.516,10.385,9.0777,8.8752,8.5448,8.1268,8.0142,8.1268,7.7841,7.0488,6.2757,6.8967,6.2757,6.1539,6.1539,4.5389,4.7349,4.4376,3.9691,4.5389,4.9231,5.7465,5.851,5.6132,4.7028,3.8921,16.513,19.335,20.186,20.013,20.551,20.632,18.722,18.297,17.622,16.777,16.549,16.076,16.421,15.771,15.224,15.972,15.962,16,16,15.568,15.877,15.114,15.114,15.114,14.353,13.804,14.033,12.85,11.663,9.6127,6.6961,7.0488,6.6279,7.4051,8.8239,9.7999,9.4217,9.7999,9.9228,10.926,10.458,11.294,11.063,9.4698,9.3571,9.6127,7.4865,6.0796,5.6669,6.4189,7.1555,8.8752,10.63,13.804,15.665,18.494,20.432,20.923,20.373,17.785
8.5384,9.7461,10.565,10.622,9.4946,10.565,8.8173,10.142,8.4135,8.6964,7.8749,7.9323,8.4135,7.6409,6.8032,6.7137,6.075,6.271,6.1492,5.1887,4.5355,4.1887,3.9661,4.5355,4.7313,5.2178,6.4377,6.2226,4.9194,3.8891,16.728,19.508,21.016,20.711,20.223,20.171,19.344,19.069,17.271,16.943,16.827,16.5,16.408,16.035,14.962,16.185,15.731,16.185,16.628,16.185,15.731,15.212,15.103,15.488,13.794,14.268,13.925,12.887,11.654,9.3663,6.271,6.8032,7.3791,7.8749,7.7783,8.8856,9.4946,10.377,9.4146,11.771,11.123,10.508,11.014,9.7926,9.6054,8.8856,8.1207,6.8032,6.2226,6.8032,7.4809,7.4809,11,13.662,15.341,18.611,19.93,20.711,20.82,17.574
8.1706,9.4559,9.4878,9.8318,10.37,9.4079,9.7856,8.8623,9.0143,8.9471,7.9267,7.3328,7.3739,6.9521,7.1661,6.2182,6.0707,5.8425,5.605,4.9159,4.1857,3.4761,3.5192,4.4311,4.4311,5.0672,5.0672,5.605,4.6959,3.8864,16.716,19.702,20.343,20.127,20.336,20.209,19.702,18.695,18.079,17.458,17.467,16.616,16.024,16.323,16.239,16.165,16.024,16.815,16.165,14.88,15.545,15.389,14.768,14.85,13.608,13.784,13.74,12.866,11.331,9.7392,6.9521,5.9195,7.3739,6.9521,8.3895,9.0645,10.826,10.428,10.826,11.061,10.951,11.061,10.672,9.4559,10.268,9.0977,8.1706,7.8693,6.6182,6.7984,7.3328,8.1706,10.672,12.819,16.024,18.27,19.733,20.336,19.447,17.596
8.2407,9.3394,9.8888,9.6102,10.567,9.4837,9.7814,8.8072,8.1671,8.8072,8.1671,7.7109,7.3911,6.5925,6.8837,6.4303,5.917,5.917,5.2119,4.9138,4.4292,3.5177,3.3417,3.9616,4.6939,4.7259,5.5212,5.917,5.065,3.6853,16.817,19.485,20.445,21.035,20.386,20.2,19.693,18.418,18.196,17.895,17.198,16.853,16.96,16.232,15.941,16.709,15.97,16.817,16.564,15.616,14.874,15.155,14.874,14.782,13.745,13.734,13.898,13.059,11.272,9.3878,6.6835,7.4723,7.4723,7.8659,8.5991,9.2092,9.3394,10.263,11.124,11.326,11.124,11.205,10.567,9.5945,10.025,9.3556,8.3136,7.0355,6.6835,6.4303,6.9924,8.8584,10.366,12.931,15.558,17.657,20.148,20.334,20.386,17.485
7.8669,9.453,9.9509,10.086,10.101,9.5957,9.1446,8.9443,8.3869,8.1681,7.8669,7.1428,7.6529,7.3716,6.0688,6.7068,5.9177,5.9177,4.9144,5.0656,3.9621,3.8852,3.6858,3.6858,4.4298,4.7265,5.6569,6.0688,5.1835,4,16.711,19.511,20.329,20.77,20.799,20.396,19.635,18.681,18.123,17.375,17.174,17.112,15.972,16.392,16.019,16.085,15.972,16.483,16.336,15.541,15.394,15.087,14.516,14.794,13.515,13.593,13.648,12.685,12.063,9.9509,6.4311,7.6529,7.3716,8.1681,8.1125,9.5957,9.9053,10.323,10.948,11.797,10.668,10.668,11.003,9.7207,9.9053,9.3889,8.1125,7.1639,6.4076,6.4076,7.1428,8.6002,10.612,13.57,15.237,17.998,20.359,20.448,20.654,17.375
9.2509,10.378,11.664,10.932,11.08,11.186,10.148,9.9872,9.7932,9.1062,9.0411,8.2206,8.4507,7.6824,7.7779,7.7207,6.5414,6.1938,6.3583,5.3502,4.673,4.4796,4.1371,5.1248,4.9192,6.1459,6.5414,6.0735,5.4323,4.3797,18.692,21.186,22.608,22.686,23.111,22.332,21.158,20.898,20.107,19.021,19.344,18.058,17.869,17.794,17.392,18.478,17.493,17.686,18.09,17.392,17.628,16.866,16.522,16.77,15.461,15.565,16.151,13.924,12.506,10.714,7.6824,8.1484,7.1451,7.7207,10.548,10.148,9.9872,10.986,11.459,11.459,11.963,11.524,11.421,10.206,10.336,10.25,9.4871,7.9095,6.5414,6.3351,8.3098,8.7593,12.399,14.383,17.628,19.774,21.898,22.751,21.756,19.29
8.397,9.3479,10.092,10.255,10.979,9.3479,9.3479,8.8,8.5394,8.397,7.1572,7.9925,7.6457,7.1361,7.2201,5.9376,6.1372,5.4063,5.4063,4.9708,4.2873,3.8425,3.6823,4.1805,4.4256,5.4893,5.731,5.2076,4.6578,3.9963,16.794,19.408,20.78,20.903,21.359,19.981,19.898,19.095,18.173,17.922,16.376,16.032,17.574,16.376,16.004,16.154,15.183,15.928,16.376,16.614,16.145,15.183,15.719,15.291,14.492,14.585,14.314,13.22,11.316,8.9359,6.7006,7.2201,8.234,7.7046,9.3318,8.2522,9.5867,11.632,11.786,11.115,10.313,10.559,10.122,10.545,8.6794,8.5921,8.1049,7.2201,6.7006,5.6516,6.61,8.5921,11.316,14.409,15.222,18.672,20.576,20.605,19.616,17.872
